decision	confidence	reason	lang	dept	slug	target	was_login	url
RECOVER_308	high	login_next_to_product	en	tezgah	7911-19060-24	/en/shop/tezgah/7911-19060-24	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7911-19060-24
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-19060-52	/en/shop/tezgah/7911-19060-52	False	https://equsto.com/en/shop/tezgah/pimak-19060-52
RECOVER_308	high	login_next_to_product	en	tasima	avatherm-400	/en/shop/tasima/avatherm-400	True	https://equsto.com/en/login.html?next=/en/shop/tasima/avatherm-400
RECOVER_308	high	login_next_to_product	en	sogutma	9805-sde18-00	/en/shop/sogutma/9805-sde18-00	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/9805-sde18-00
RECOVER_308	high	login_next_to_product	en	pisirme	7961-07429-1y4	/en/shop/yikama/7961-07429-1y4	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/7961-07429-1y4
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	pimak-45205-10	/shop/davlumbaz/7885-45205-10	False	https://equsto.com/shop/davlumbaz/pimak-45205-10
RECOVER_308	high	login_next_to_product	en	pisirme	729631	/en/shop/pisirme/729631	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/729631
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-60205-10	/en/shop/davlumbaz/7885-60205-10	False	https://equsto.com/en/shop/davlumbaz/pimak-60205-10
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-30105-11	/en/shop/davlumbaz/7885-30105-11	False	https://equsto.com/en/shop/davlumbaz/pimak-30105-11
RECOVER_308	high	login_next_to_product	en	hazirlik	208-653774-j3x	/en/shop/hazirlik/208-653774-j3x	True	https://equsto.com/en/login.html?next=/en/shop/hazirlik/208-653774-j3x
RECOVER_308	high	login_next_to_product	en	tezgah	7911-12060-95	/en/shop/tezgah/7911-12060-95	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7911-12060-95
RECOVER_308	high	login_next_to_product	en	istif	46-x-137-x-183-304l	/en/shop/istif/46-x-137-x-183-304l	True	https://equsto.com/en/login.html?next=/en/shop/istif/46-x-137-x-183-304l
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-lb-tp-sky-eq22		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-lb-tp-sky-eq22
RECOVER_308	high	login_next_to_product	en	tezgah	eq-kct07-11070	/en/shop/tezgah/eq-kct07-11070	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/eq-kct07-11070
RECOVER_308	high	login_next_to_product	en	pisirme	npicco56-1	/en/shop/pisirme/npicco56-1	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/npicco56-1
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-tp-sky-eq39		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-tp-sky-eq39
RECOVER_308	high	login_next_to_product	en	pisirme	npicco69-1	/en/shop/pisirme/npicco69-1	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/npicco69-1
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-lm-eq34		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-lm-eq34
DROP_NO_VALUE	high	no_product_match	en	hazirlik	robot-coupe__sebze-dograma-makinesi-cl20		False	https://equsto.com/en/shop/hazirlik/robot-coupe__sebze-dograma-makinesi-cl20
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-iris-eq3		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-iris-eq3
RECOVER_308	high	login_next_to_product	en	set-ustu-mutfak	0420-42285-01	/en/shop/set-ustu-mutfak/0420-42285-01	True	https://equsto.com/en/login.html?next=/en/shop/set-ustu-mutfak/0420-42285-01
RECOVER_308	high	login_next_to_product	en	pisirme	206377	/en/shop/pisirme/206377	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/206377
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-lotus-eq31		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-lotus-eq31
RECOVER_308	high	login_next_to_product	en	set-ustu-mutfak	0311-24100-30	/en/shop/set-ustu-mutfak/0311-24100-30	True	https://equsto.com/en/login.html?next=/en/shop/set-ustu-mutfak/0311-24100-30
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	equsto-20155-01	/shop/davlumbaz/7885-20155-01	False	https://equsto.com/shop/davlumbaz/equsto-20155-01
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-fulya-hf-tp-eq1		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-fulya-hf-tp-eq1
RECOVER_308	high	login_next_to_product	en	dolap	7911-14070-96	/en/shop/tezgah/7911-14070-96	True	https://equsto.com/en/login.html?next=/en/shop/dolap/7911-14070-96
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-15105-11	/en/shop/davlumbaz/7885-15105-11	False	https://equsto.com/en/shop/davlumbaz/pimak-15105-11
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-tp-sky-eq6		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-tp-sky-eq6
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-lotus-eq10		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-lotus-eq10
RECOVER_308	high	login_next_to_product	en	sogutma	bre-vm900a	/en/shop/sogutma/bre-vm900a	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/bre-vm900a
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	pimak-20155-01	/shop/davlumbaz/7885-20155-01	False	https://equsto.com/shop/davlumbaz/pimak-20155-01
RECOVER_308	high	login_next_to_product	en	pisirme	spr57	/en/shop/pisirme/spr57	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/spr57
DROP_NO_VALUE	high	non_product_url	tr		/restaurant-kitchen-quote		False	https://equsto.com/restaurant-kitchen-quote
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-lm-eq49		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-lm-eq49
RECOVER_308	high	login_next_to_product	en	set-ustu-mutfak	0420-03625-11	/en/shop/set-ustu-mutfak/0420-03625-11	True	https://equsto.com/en/login.html?next=/en/shop/set-ustu-mutfak/0420-03625-11
NEEDS_HUMAN	low	ambiguous_sku_match	en	tezgah	pimak-19070-08		False	https://equsto.com/en/shop/tezgah/pimak-19070-08
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-lb-tp-sky-eq21		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-lb-tp-sky-eq21
RECOVER_308	high	login_next_to_product	en	pisirme	npicco63-1	/en/shop/pisirme/npicco63-1	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/npicco63-1
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-16608-23	/en/shop/tezgah/7868-16608-23	False	https://equsto.com/en/shop/tezgah/pimak-16608-23
RECOVER_308	high	login_next_to_product	en	market-reyonlari	eq-falcon-sld-eq83	/en/shop/market-reyonlari/eq-falcon-sld-eq83	True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-falcon-sld-eq83
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-45155-01	/en/shop/davlumbaz/7885-45155-01	False	https://equsto.com/en/shop/davlumbaz/pimak-45155-01
RECOVER_308	high	login_next_to_product	en	sogutma	bre-ic24ahc	/en/shop/sogutma/bre-ic24ahc	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/bre-ic24ahc
DROP_NO_VALUE	high	no_product_match	en	tezgah	mr38-1604060-00		False	https://equsto.com/en/shop/tezgah/mr38-1604060-00
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	pimak-35155-10	/shop/davlumbaz/7885-35155-10	False	https://equsto.com/shop/davlumbaz/pimak-35155-10
RECOVER_308	high	login_next_to_product	en	tezgah	7911-19070-23p	/en/shop/tezgah/7911-19070-23p	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7911-19070-23p
DROP_NO_VALUE	high	no_product_match	en	hazirlik	rc-24620		False	https://equsto.com/en/shop/hazirlik/rc-24620
RECOVER_308	high	login_next_to_product	en	kahve	vkd-25k	/en/shop/kahve/vkd-25k	True	https://equsto.com/en/login.html?next=/en/shop/kahve/vkd-25k
NEEDS_HUMAN	low	ambiguous_sku_match	en	tezgah	pimak-19060-00		False	https://equsto.com/en/shop/tezgah/pimak-19060-00
RECOVER_308	med	remap:wrong_brand_unique	tr	tezgah	pimak-10070-04	/shop/tezgah/7911-10070-04	False	https://equsto.com/shop/tezgah/pimak-10070-04
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-14060-13	/en/shop/tezgah/7911-14060-13	False	https://equsto.com/en/shop/tezgah/pimak-14060-13
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-30125-01	/en/shop/davlumbaz/7885-30125-01	False	https://equsto.com/en/shop/davlumbaz/pimak-30125-01
NEEDS_HUMAN	low	ambiguous_sku_match	en	tezgah	pimak-14070-00		False	https://equsto.com/en/shop/tezgah/pimak-14070-00
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-12060-08	/en/shop/tezgah/7911-12060-08	False	https://equsto.com/en/shop/tezgah/pimak-12060-08
RECOVER_308	high	login_next_to_product	en	pisirme	npicco901	/en/shop/pisirme/npicco901	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/npicco901
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-fulya-nv-lm-eq18		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-fulya-nv-lm-eq18
NEEDS_HUMAN	low	ambiguous_sku_match	tr	tezgah	pimak-14060-04		False	https://equsto.com/shop/tezgah/pimak-14060-04
RECOVER_308	high	login_next_to_product	en	davlumbaz	7885-30155-12	/en/shop/davlumbaz/7885-30155-12	True	https://equsto.com/en/login.html?next=/en/shop/davlumbaz/7885-30155-12
RECOVER_308	high	login_next_to_product	en	sogutma	gb-1540-a-hc	/en/shop/sogutma/gb-1540-a-hc	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/gb-1540-a-hc
RECOVER_308	high	login_next_to_product	en	pisirme	7865-n1-80703-35lp	/en/shop/pisirme/7865-n1-80703-35lp	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/7865-n1-80703-35lp
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-lotus-eq33		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-lotus-eq33
DROP_NO_VALUE	high	non_product_url	en		/en/projeler/fine-dining-kurulumu.html		False	https://equsto.com/en/projeler/fine-dining-kurulumu.html
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-20155-11	/en/shop/davlumbaz/7885-20155-11	False	https://equsto.com/en/shop/davlumbaz/pimak-20155-11
RECOVER_308	high	login_next_to_product	en	tezgah	7754-167c8-13	/en/shop/tezgah/7754-167c8-13	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7754-167c8-13
RECOVER_308	high	login_next_to_product	en	tezgah	7754-186e5-25	/en/shop/tezgah/7754-186e5-25	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7754-186e5-25
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-06070-11		False	https://equsto.com/en/shop/tezgah/pimak-06070-11
RECOVER_308	high	login_next_to_product	en	tezgah	7758-067c8-01	/en/shop/tezgah/7758-067c8-01	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7758-067c8-01
NEEDS_HUMAN	low	ambiguous_sku_match	tr	tezgah	pimak-12060-04		False	https://equsto.com/shop/tezgah/pimak-12060-04
RECOVER_308	high	login_next_to_product	en	tezgah	7758-166a5-21	/en/shop/tezgah/7758-166a5-21	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7758-166a5-21
DROP_NO_VALUE	high	no_product_match	tr	tezgah	pimak-12060-70		False	https://equsto.com/shop/tezgah/pimak-12060-70
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-12070-57		False	https://equsto.com/en/shop/tezgah/pimak-12070-57
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-20060-14		False	https://equsto.com/en/shop/tezgah/pimak-20060-14
RECOVER_308	med	remap:wrong_brand_unique	tr	tezgah	pimak-16608-23	/shop/tezgah/7868-16608-23	False	https://equsto.com/shop/tezgah/pimak-16608-23
RECOVER_308	med	remap:wrong_brand_unique	tr	tezgah	pimak-12060-31	/shop/tezgah/7911-12060-31	False	https://equsto.com/shop/tezgah/pimak-12060-31
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-tp-eq17		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-tp-eq17
RECOVER_308	high	login_next_to_product	en	sogutma	7919-cr5040-00	/en/shop/sogutma/7919-cr5040-00	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/7919-cr5040-00
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-14070-70		False	https://equsto.com/en/shop/tezgah/pimak-14070-70
DROP_NO_VALUE	high	no_product_match	tr	tezgah	dr04-1803030-00		False	https://equsto.com/shop/tezgah/dr04-1803030-00
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-14060-12	/en/shop/tezgah/7911-14060-12	False	https://equsto.com/en/shop/tezgah/pimak-14060-12
DROP_NO_VALUE	high	no_product_match	en	davlumbaz	pimak-45205-00		False	https://equsto.com/en/shop/davlumbaz/pimak-45205-00
NEEDS_HUMAN	low	ambiguous_sku_match	tr	tezgah	pimak-16060-14		False	https://equsto.com/shop/tezgah/pimak-16060-14
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-16070-70		False	https://equsto.com/en/shop/tezgah/pimak-16070-70
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-12708-23	/en/shop/tezgah/7868-12708-23	False	https://equsto.com/en/shop/tezgah/pimak-12708-23
RECOVER_308	high	login_next_to_product	en	pisirme	adgc-5s	/en/shop/pisirme/adgc-5s	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/adgc-5s
DROP_NO_VALUE	high	no_product_match	en	hazirlik	rc-28057		False	https://equsto.com/en/shop/hazirlik/rc-28057
RECOVER_308	med	remap:wrong_brand_unique	tr	tezgah	pimak-06060-91	/shop/tezgah/7911-06060-91	False	https://equsto.com/shop/tezgah/pimak-06060-91
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-06060-11		False	https://equsto.com/en/shop/tezgah/pimak-06060-11
DROP_NO_VALUE	high	no_product_match	en	davlumbaz	pimak-35155-00		False	https://equsto.com/en/shop/davlumbaz/pimak-35155-00
DROP_NO_VALUE	high	no_product_match	tr	tezgah	pimak-20060-11		False	https://equsto.com/shop/tezgah/pimak-20060-11
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-16060-15	/en/shop/tezgah/7911-16060-15	False	https://equsto.com/en/shop/tezgah/pimak-16060-15
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-50255-10	/en/shop/davlumbaz/7885-50255-10	False	https://equsto.com/en/shop/davlumbaz/pimak-50255-10
RECOVER_308	high	login_next_to_product	en	yikama	502072	/en/shop/yikama/502072	True	https://equsto.com/en/login.html?next=/en/shop/yikama/502072
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-lotus-lb-eq7		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-lotus-lb-eq7
RECOVER_308	high	login_next_to_product	en	set-ustu-mutfak	8350-31044-0s	/en/shop/set-ustu-mutfak/8350-31044-0s	True	https://equsto.com/en/login.html?next=/en/shop/set-ustu-mutfak/8350-31044-0s
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	pimak-35105-11	/shop/davlumbaz/7885-35105-11	False	https://equsto.com/shop/davlumbaz/pimak-35105-11
RECOVER_308	med	remap:wrong_brand_unique	tr	davlumbaz	pimak-25205-00	/shop/davlumbaz/7885-25205-00	False	https://equsto.com/shop/davlumbaz/pimak-25205-00
RECOVER_308	high	login_next_to_product	en	pisirme	ino-zmd-9he10s	/en/shop/pisirme/ino-zmd-9he10s	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/ino-zmd-9he10s
DROP_NO_VALUE	high	no_product_match	en	tezgah	tb04-903030-00		False	https://equsto.com/en/shop/tezgah/tb04-903030-00
RECOVER_308	high	login_next_to_product	en	pisirme	7960-16229-5y2	/en/shop/yikama/7960-16229-5y2	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/7960-16229-5y2
DROP_NO_VALUE	high	no_product_match	en	tezgah	pimak-12080-57		False	https://equsto.com/en/shop/tezgah/pimak-12080-57
RECOVER_308	high	login_next_to_product	en	pisirme	371295	/en/shop/pisirme/371295	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/371295
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-nergis-lb-tp-sky-eq37		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-nergis-lb-tp-sky-eq37
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	equsto-30125-11	/en/shop/davlumbaz/7885-30125-11	False	https://equsto.com/en/shop/davlumbaz/equsto-30125-11
RECOVER_308	med	remap:wrong_brand_unique	en	davlumbaz	pimak-30105-01	/en/shop/davlumbaz/7885-30105-01	False	https://equsto.com/en/shop/davlumbaz/pimak-30105-01
DROP_NO_VALUE	high	no_product_match	tr	tezgah	pimak-10070-11		False	https://equsto.com/shop/tezgah/pimak-10070-11
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-09070-08	/en/shop/tezgah/7911-09070-08	False	https://equsto.com/en/shop/tezgah/pimak-09070-08
DROP_NO_VALUE	high	no_product_match	tr	tezgah	dr04-703030-00		False	https://equsto.com/shop/tezgah/dr04-703030-00
RECOVER_308	high	login_next_to_product	en	tezgah	7712-12090-01	/en/shop/tezgah/7712-12090-01	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7712-12090-01
RECOVER_308	high	login_next_to_product	en	market-reyonlari	eq-falcon-sld-eq95	/en/shop/market-reyonlari/eq-falcon-sld-eq95	True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-falcon-sld-eq95
RECOVER_308	high	login_next_to_product	en	market-reyonlari	eq-falcon-eq131	/en/shop/market-reyonlari/eq-falcon-eq131	True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-falcon-eq131
RECOVER_308	high	login_next_to_product	en	pisirme	7960-16229-7o3	/en/shop/yikama/7960-16229-7o3	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/7960-16229-7o3
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-fulya-hf-pn-eq11		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-fulya-hf-pn-eq11
DROP_NO_VALUE	high	non_product_url	en				True	https://equsto.com/en/login.html?next=/en/cloud-kitchen-setup
RECOVER_308	high	login_next_to_product	en	sogutma	8919-oef40-aps	/en/shop/sogutma/8919-oef40-aps	True	https://equsto.com/en/login.html?next=/en/shop/sogutma/8919-oef40-aps
RECOVER_308	high	login_next_to_product	en	pisirme	7960-09429-1o1	/en/shop/yikama/7960-09429-1o1	True	https://equsto.com/en/login.html?next=/en/shop/pisirme/7960-09429-1o1
RECOVER_308	high	login_next_to_product	en	istif	53-x-137-x-183-201	/en/shop/istif/53-x-137-x-183-201	True	https://equsto.com/en/login.html?next=/en/shop/istif/53-x-137-x-183-201
DROP_NO_VALUE	high	login_next_no_product	en	market-reyonlari	eq-fulya-hf-tp-eq12		True	https://equsto.com/en/login.html?next=/en/shop/market-reyonlari/eq-fulya-hf-tp-eq12
RECOVER_308	high	login_next_to_product	en	set-ustu-mutfak	0211-45605-13	/en/shop/set-ustu-mutfak/0211-45605-13	True	https://equsto.com/en/login.html?next=/en/shop/set-ustu-mutfak/0211-45605-13
RECOVER_308	high	login_next_to_product	en	istif	8897-36900-p0	/en/shop/istif/8897-36900-p0	True	https://equsto.com/en/login.html?next=/en/shop/istif/8897-36900-p0
RECOVER_308	high	login_next_to_product	en	tezgah	7758-077d8-01	/en/shop/tezgah/7758-077d8-01	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7758-077d8-01
RECOVER_308	high	login_next_to_product	en	tezgah	7758-056a8-01	/en/shop/tezgah/7758-056a8-01	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7758-056a8-01
RECOVER_308	high	login_next_to_product	en	tezgah	7758-187cb-21	/en/shop/tezgah/7758-187cb-21	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7758-187cb-21
RECOVER_308	high	login_next_to_product	en	tezgah	7911-09070-82	/en/shop/tezgah/7911-09070-82	True	https://equsto.com/en/login.html?next=/en/shop/tezgah/7911-09070-82
RECOVER_308	med	remap:wrong_brand_unique	en	tezgah	pimak-14070-56	/en/shop/tezgah/7911-14070-56	False	https://equsto.com/en/shop/tezgah/pimak-14070-56
KEEP_HUB	med	hub	tr	pfos.html		/shop/pfos.html	False	https://equsto.com/shop/pfos.html
